电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
缘分的天空,234000,645,1169,149,1439,,9.5,110,已完结, 全26集,0,74,简介：36岁的谢雨婷是一名成功的外科医生，她和8岁的儿子童童正焦急地等待着出国留学四年的丈夫林可为的归来；她的同事，另一名年纪稍长的外科大夫彭淑云则陷入丈夫外遇的漩涡之中。彭淑云的丈夫李耀辉是银龙房产公司的老板，他和私人助理、风姿绰约的少妇白岚早已暗渡陈仓……,
群英会,115000,5050,1311,1694,411,情感都市,暂无评分,评分人数不足,已完结, 全30集,0,6,简介：美院女教师宁馨放弃了教师工作，接手了母亲生前经营的、赤字累累的康乐中心。为了扭转局面，她开办了在年青人中流行的跆拳道班。但因康乐中心硬件过于残旧，令人却步。与她爱情长跑多年的男友李礼康迫于母亲的压力发起一次次不成功的爱情攻势，更让宁馨头痛的是，她的身边突然出现了一个素未谋面的哥哥宁天，他最大的爱好就是钻研世界各种类型的功夫。为了帮助宁馨度过经济困境，李礼康去找宁馨的好友陈圆圆，把自己多年的积蓄以圆圆的名义借给宁馨。宁天与陈圆圆无意间邂逅，博得了圆圆的好感，但圆圆的妹妹，跆拳道班学员彤彤(武莉饰)却不喜...,
暗伤,40000,657,416,221,300,刑侦,暂无评分,评分人数不足,已完结, 全31集,0,1,简介：民三年来，龙在天——这个游走在法律边缘的神秘客，已经成为石坊市的传奇人物。如今，通过叶蓓主持的电台节目《有钱没钱》，他再次预告了他的行动——替一百名打工者讨回薪资。行动上、精神上已然成为龙在天的影子的郑前方听到这个消息之后，立即准备行动，前去追捕这个在他的精神上制造难以弥补的创伤的神秘客，可是他依然没有成功。三年来，在他因为喝酒而离开刑警队之后，也依然坚持以个人身份去追查龙在天，但是，除了一只军靴，他连龙在天的影子都没有看到过。百万人口的石坊市，纷纷扰扰的人群中，到底谁是龙在天呢？,
英雄虎胆,556000,9031,2325,704,889,战争,暂无评分,评分人数不足,已完结, 全23集,0,14,简介：本剧是根据经典老电影《英雄虎胆》重新创作，却比原作更上一层楼，加入了不少精彩的情节。全剧错综复杂，悬念不断，斗智斗勇，紧张激烈！加上演员表演出色，令人越看越想看下去，欲罢不能。千万别错过哦！广西十万大山，方圆百余公里，山高林密，谷深峰险，土匪多如牛毛。新中国建国初期的1950年，为肃清匪患，人民解放军奉命剿匪，故事由此展开。我部侦察科长曾泰冒充台湾派到土匪李汗光部当副司令的雷震庭打入匪窟……,
飞翔的梧桐子,33000,9,139,46,187,励志,暂无评分,评分人数不足,已完结, 全23集,0,0,简介：该剧主要讲述的是大学生吴桐毕业后走向社会，为了生存学会了坚强面对生活中的挑战和压力的故事。,
真诚,8546,2,110,2,7,都市情感,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：历史悠久的楚公馆祖传大量珍贵古玩文物，但长子楚汉其不务正业，嗜酒又好赌，输后便悄悄拿出家中古玩变卖，赋闲在家的齐燕深恶痛绝，百般劝阻均无效，小弟楚汉林则是旅英的实业家，酷爱中国古代文化，既回祖国兴办水电站又修建乡村路，给政府写信，表示要将自己家，改建成向社会开放的博物馆。,
国宝,25000,52,219,9,45,年代励志,暂无评分,评分人数不足,已完结, 全20集,0,3,简介：1931年，日军入侵山海关，华北形势告急，故宫博物院决定将馆藏精品转移，以避战火浩劫。文物由北京经上海、南京辗转运抵位于大后方的四川和贵州，最后保存在乐山、峨嵋、安顺等偏远地区。至抗战结束后，陆续运回南京，之后部分被运送到台湾，部分回归北平本院，部分留在南京。文物南迁工作历时十五年，近二万箱、近百万件文物，行程数万公里，曾经在徐州、郑州遭到日军飞机的轰炸、在峨嵋经受了大火的考验，但都能化险为夷，文物没有丢失损毁，这是中国文物保护史乃至文化史上的奇迹，也是中华文明史上的奇迹。,
婆媳过招,169000,488,765,493,202,搞笑,暂无评分,评分人数不足,已完结, 全26集,0,2,简介：主要讲述婆媳之间在日常生活中产生的矛盾及情感纠葛问题。,
惊天东方号,210000,2168,1940,977,367,悬疑刑侦,暂无评分,评分人数不足,已完结, 全20集,0,3,简介：2002年初夏，一个针对中国皇陵的国际走私恐怖行动秘密展开，正邪交锋，集团副首脑美奈子落入我公安部反劫持小组徐枫(王诗槐饰)手中，数月后，首脑申克用重型武装劫持了中国开往莫斯科的东方国际列车，数百中外旅客成为人质。多方交涉未果，反劫持负责人宇文长延(石凉饰)开始营救，可几名突击队员被杀，部分人质被申克杀死，不得不释放美奈子并将1500万赎金交给了潜伏多时的恐怖分子朱立安(徐锦江饰)。赎金到手，一个策划已久的恐怖计划又展开，安准备将申克连同整列列车一并炸毁，唯一的知情者竟是徐枫妻子苏颖(王姬饰)，当警方获悉这一情报，...,
人生有梦,20000,309,238,1,39,都市情感,暂无评分,评分人数不足,已完结, 全19集,0,0,简介：《人生有梦》讲述了陈鲁艺(俞飞鸿饰)、楚天良(王新军饰)、刘宁(刘之冰饰)，这三个昔日有瓜葛的中学同学，日后竟成为商海上的工作搭档以及竞争对手，在天良奋斗成为四海集团老总的同时，他对鲁艺的旧情也复发，由此引来了刘宁对他的无情报复，从而演变成不可收拾的悲剧……于是生命中那些原本不该发生的事不但发生了，还深刻地改变了他们的命运。剧作结尾，留下了最意味深长的一笔——在她对情感完全失望之后，鲁艺即没有选择刘宁的智慧，也没有选择天良的忠厚，而是选择了离开。,
一路上有你,23000,259,172,--,24,情感都市,暂无评分,评分人数不足,已完结, 全20集,0,1,简介：剧情：白领丽人丁夏（孔琳饰）参加前男友婚礼，邂逅同遭恋人离弃而失落的远帆（程前饰），帆的好友张杰（何家劲饰）大闹婚礼而赢得夏的青睐，杰猛烈追求夏。摄影师明宇（张叠文饰）巧遇昔日偶像名星丹红（栾凤玲饰），红因车祸双目失明。车祸肇事者陈开（邵兵饰）在照料红时爱上红，放弃拳击生涯替红开了间花店，但她眼睛治好后自己则负疚离开。杰的前女友回到北京，夏再次失恋，帆约夏外出旅游，不料他却患了脑瘤。宇也愿意和表哥帆等一行人外出。由此，他们踏上美国领土，开始了一场情恨交加、险象环生的漫漫之旅……,
月落长江,23000,109,343,8,52,年代,暂无评分,评分人数不足,已完结, 全24集,0,0,简介：这是一部关于人性、真爱、错爱、缘份、命运悲欢离合的电视剧。以二十世纪四十年代末到八十年代初期为历史背景，讲述长江沿岸临江发电厂两代人的命运沉浮、悲欢离合、感情纠葛及矛盾冲突。描写了上一辈人及下一代儿女们的爱情故事，塑造了众多栩栩如生的人物形象，如有良知、敢爱敢恨的工人子弟匡逸夫，出卖妻子、出卖灵魂，坚持“左比右好”的“风派”人物庄楚，惨遭蹂躏的资本家女儿席小容，相貌丑陋、心地善良的农民来福，大串连后接受“再教育”的知识青年匡美珠等等。故事起伏跌宕、扣人心弦而又凄婉动人。,
追捕,121000,138,731,14,132,情感,暂无评分,评分人数不足,已完结, 全30集,0,3,简介：上世纪30年代的上海滩，正处在暗潮涌动、鱼龙混杂的动荡时期。日本侵略者、国民党、共产党、黑帮，多方势力云集于此，各自书写着一段段传奇的历史。供职于公济医院的外科医生兰心茹（海清 饰）无心过问政治，与世无争。与之相反，心茹的男友刘天舒（吴秀波 饰）以及医院的同事齐玉珍（李文捷 饰）分别是我党布置在上海特科特工和地下党员。一次以外，令天舒叛变投敌，地下党据点因此遭到国民党的扫荡，齐玉珍也在此事件中身亡。以此为契机，心茹阴差阳错成为地下党的一员。为了找到下落不明的名单，保护十数名地下党同志的性命，她与爱人天舒展...,
长江一号,95000,116,436,29,96,战争,暂无评分,评分人数不足,已完结, 全34集,0,2,简介：在洪湖地区，只有918师驻扎抗日。918师原是西北军杨虎城旧部，抗战爆发后编入汤恩伯麾下，在武汉会战中被中央军排斥倾轧，几乎全军覆没。师长房近斋打出了外抗日寇内抗中央的旗帜，招兵买马，迅速壮大，成了江北抗日力量中的一支劲旅……,
红海棠,30000,15,260,6,68,,暂无评分,评分人数不足,已完结, 全27集,0,0,简介：年幼丧父的淑媛唐翘楚是家中长女，家境殷实，她和妹妹绰约、母亲的感情很好，虽然是个没有男人的家庭，但是一家三口其乐融融。唯一让翘楚不满意的是，母亲一直期盼她嫁入豪门、荫庇家人，总是张罗一些她不喜欢的男人介绍给她……,
牵手,205000,5709,2007,897,879,情感,暂无评分,评分人数不足,已完结, 全18集,0,1,简介：钟锐 (吴若甫饰) 是一家电脑公司才华横溢的优秀软件工程师，由于 一心投入工作而忽略了家庭和妻子。钟妻夏晓雪 (蒋雯丽饰) 本是一位很有发展前途的知识女性，婚后为丈夫而放弃了事业，把精力全放在了家庭和儿子丁丁身上，她希望自己的付出能得到丈夫更多的关爱和体贴。而钟锐却认为妻子越来越俗气，由于缺少沟通，两人的婚姻产生了危机。同时在工作上，钟锐与公司方经理在公司的发展方向上产生了重大分歧，钟难以忍受方的卑鄙，愤然辞职。方经理的刁难与妻子的不理解，使钟锐接受了一个大学毕业后到北京寻求发展的年轻漂亮的王纯 (俞飞鸿饰) 的...,
玻璃婚,16000,5,151,4,12,剧情家庭,暂无评分,评分人数不足,已完结, 全25集,0,0,简介：韩雨顺和蒋小雯结婚七年，进入了婚姻生活中的平淡期。因婚后一直无独立的住房，借居蒋小雯父母家中，生活深感不便。两人为韩雨顺能否分到最后一批福利房而忧虑烦恼，但身为知识分子，又缺乏有效的争取手段，致使双方相互滋生抱怨情绪。蒋小雯所在医院改制，将会有一批人员面临再培训或下岗分流，在这关键时刻，同科室一医生工作失误，使蒋小雯成为一场医疗事故的责任人，无以辩白。韩雨顺家在农村，韩母陪同韩父前来北京看病，阴差阳错，与蒋小雯关系别扭的医院同事陈莎莎，由于不知道韩雨顺与蒋小雯为夫妻……,
清明上河图,124000,2965,3251,411,691,古装历史,暂无评分,评分人数不足,已完结, 全29集,0,1,简介：该剧是根据举世公认的画中瑰宝《清明上河图》演绎的一个鲜为人知而又永生难忘的故事。通过画家张择端九死一生创作《清明上河图》的坎坷经历和生死恋情，重现了八百年前的华夏风云、三教九流市井百态和北宋王朝偏安江南醉生梦死不图收复国土的苟延残喘。图中上至帝王将相，下至芸芸众生纷纷走上荧屏，展现了鲜明的人物性格与矛盾冲突，既有张择端从为民画画到为民请命的深刻感悟，又有张择端以画感召民众、振奋民族自强不息精神，呼唤收复失地的爱国主义情操。全剧情节跌宕起伏曲折生动，场面恢宏壮观，演员阵容庞大。该剧导演柳健、于纪伟，制...,
